"gene_name","gene_id","gene_biotype","Mock","Rabies","log2FoldChange","padj"
"Snord42b","ENSMUSG00000065676","snoRNA",0.27,0.39,0.53,0.999947203556063
"Rab34","ENSMUSG00000002059","protein_coding",32.15,29.42,-0.13,0.999947203556063
"Proca1","ENSMUSG00000044122","protein_coding",6.45,4.66,-0.47,0.999947203556063
"Supt6","ENSMUSG00000002052","protein_coding",190.79,240.38,0.36,0.999947203556063
"Sdf2","ENSMUSG00000002064","protein_coding",55.24,49.89,-0.15,0.999947203556063
"2610507B11Rik","ENSMUSG00000010277","protein_coding",333.5,403.34,0.28,0.999947203556063
"Gm11192","ENSMUSG00000086586","lncRNA",0.12,0.14,0.25,
"Rskr","ENSMUSG00000037593","protein_coding",7.77,4.65,-0.65,0.999947203556063
"Gm3948","ENSMUSG00000087295","lncRNA",0,0,,
"Spag5","ENSMUSG00000002055","protein_coding",23.4,18.53,-0.31,0.999947203556063
"Aldoc","ENSMUSG00000017390","protein_coding",1386.9,1001.69,-0.43,0.999947203556063
"Pigs","ENSMUSG00000041958","protein_coding",72.85,57.91,-0.32,0.999947203556063
"Unc119","ENSMUSG00000002058","protein_coding",32.89,23.52,-0.44,0.999947203556063
"Foxn1","ENSMUSG00000002057","protein_coding",0.08,0.04,-1.11,
"Slc13a2os","ENSMUSG00000085747","lncRNA",0,0,,
"Slc13a2","ENSMUSG00000001095","protein_coding",0.08,0.03,-1.39,
"Gm11195","ENSMUSG00000086380","lncRNA",0,0,,
"Slc46a1","ENSMUSG00000020829","protein_coding",25.97,18.75,-0.44,0.999947203556063
"Sarm1","ENSMUSG00000050132","protein_coding",44.63,32.34,-0.44,0.999947203556063
"Vtn","ENSMUSG00000017344","protein_coding",97.53,88.03,-0.15,0.999947203556063
"Sebox","ENSMUSG00000001103","protein_coding",3.34,2.69,-0.31,0.999947203556063
"Tmem199","ENSMUSG00000051232","protein_coding",37.05,31.28,-0.24,0.999947203556063
"Poldip2","ENSMUSG00000001100","protein_coding",114.13,92.28,-0.3,0.999947203556063
"Tnfaip1","ENSMUSG00000017615","protein_coding",64.65,66.93,0.06,0.999947203556063
"Ift20","ENSMUSG00000001105","protein_coding",67.76,43.32,-0.6,0.999947203556063
"Tmem97","ENSMUSG00000037278","protein_coding",12.09,8.71,-0.47,0.999947203556063
"D11Bhm181e","ENSMUSG00000083176","processed_pseudogene",0.04,0,-3.35,
"Gm22947","ENSMUSG00000089184","snoRNA",0,0,,
"Nlk","ENSMUSG00000017376","protein_coding",72.15,51.63,-0.42,0.999947203556063
"Gm17235","ENSMUSG00000080180","processed_pseudogene",0.39,0.23,-0.69,
"Gm11196","ENSMUSG00000082110","processed_pseudogene",0,0.05,2.92,
"Gm11197","ENSMUSG00000085115","processed_pseudogene",0,0.02,1.72,
"Ccnq","ENSMUSG00000049489","protein_coding",14.31,15.07,0.08,0.999947203556063
"Gm23840","ENSMUSG00000080600","miRNA",0,0,,
"Gm23219","ENSMUSG00000088748","snRNA",0,0,,
"Lyrm9","ENSMUSG00000072640","protein_coding",54.31,37.75,-0.5,0.999947203556063
"Nos2","ENSMUSG00000020826","protein_coding",0.39,2.89,3.27,0.0996954835212998
"Lgals9","ENSMUSG00000001123","protein_coding",6.34,99.58,4.17,5.84028479051641e-09
"Ksr1","ENSMUSG00000018334","protein_coding",72.15,70.09,-0.04,0.999947203556063
"Gm11201","ENSMUSG00000085941","lncRNA",0.12,0.15,0.37,
"Gm11200","ENSMUSG00000081000","processed_pseudogene",0.04,0,-3.35,
"Wsb1","ENSMUSG00000017677","protein_coding",117.13,118.41,0.02,0.999947203556063
"Gm44787","ENSMUSG00000108822","lncRNA",0,0.02,1.19,
"Gm9964","ENSMUSG00000055072","TEC",0,0,,
"Nf1","ENSMUSG00000020716","protein_coding",94.04,99.74,0.09,0.999947203556063
"Gm11198","ENSMUSG00000082304","processed_pseudogene",0.16,0.12,-0.36,
"Gm11199","ENSMUSG00000082529","processed_pseudogene",0.04,0.11,1.47,
"AU040972","ENSMUSG00000091523","lncRNA",0.39,0.27,-0.48,
"Omg","ENSMUSG00000049612","protein_coding",80.94,52.8,-0.55,0.999947203556063
"Evi2","ENSMUSG00000070354","protein_coding",0,0.2,4.83,
"Evi2b","ENSMUSG00000093938","protein_coding",0,0,,
"Evi2a","ENSMUSG00000078771","protein_coding",22.74,21.96,-0.04,0.999947203556063
"Rab11fip4","ENSMUSG00000017639","protein_coding",435.77,283.1,-0.56,0.999947203556063
"Gm23293","ENSMUSG00000064486","snRNA",0,0,,
"Rab11fip4os1","ENSMUSG00000087434","lncRNA",0.35,0.02,-3.72,
"Gm25867","ENSMUSG00000088879","snRNA",0,0.01,0.35,
"Gm24887","ENSMUSG00000077574","snRNA",0,0.01,0.98,
"Rab11fip4os2","ENSMUSG00000086569","lncRNA",0,0.01,0.98,
"Gm11205","ENSMUSG00000084969","lncRNA",0.04,0.02,-0.72,
"Mir193a","ENSMUSG00000065395","miRNA",0,0,,
"Mir365-2","ENSMUSG00000065489","miRNA",0,0.03,2.06,
"9130204K15Rik","ENSMUSG00000086474","lncRNA",0.08,0.02,-2.27,
"Gm24454","ENSMUSG00000065283","snoRNA",0,0,,
"Gm11203","ENSMUSG00000083395","processed_pseudogene",0.08,0.02,-1.74,
"Gm11204","ENSMUSG00000082252","processed_pseudogene",0,0,,
"Utp6","ENSMUSG00000035575","protein_coding",43.62,39.74,-0.13,0.999947203556063
"Suz12","ENSMUSG00000017548","protein_coding",35.53,45.83,0.38,0.999947203556063
"Gm26563","ENSMUSG00000097335","lncRNA",0.12,0.26,1.18,
"Crlf3","ENSMUSG00000017561","protein_coding",15.51,22.64,0.55,0.999947203556063
"Atad5","ENSMUSG00000017550","protein_coding",6.18,6.78,0.13,0.999947203556063
"Tefm","ENSMUSG00000046909","protein_coding",6.1,5.77,-0.07,0.999947203556063
"Adap2","ENSMUSG00000020709","protein_coding",4.24,13.86,1.71,0.0827299328100311
"Adap2os","ENSMUSG00000086507","lncRNA",0.27,1.2,2.15,0.999947203556063
"Rnf135","ENSMUSG00000020707","protein_coding",4.98,12.61,1.4,0.440864569142619
"Rhot1","ENSMUSG00000017686","protein_coding",72.62,72.01,-0.01,0.999947203556063
"Rhbdl3","ENSMUSG00000017692","protein_coding",30.87,25.82,-0.25,0.999947203556063
"5730455P16Rik","ENSMUSG00000057181","protein_coding",58.08,56.75,-0.03,0.999947203556063
"Zfp207","ENSMUSG00000017421","protein_coding",102.67,111.52,0.12,0.999947203556063
"Psmd11","ENSMUSG00000017428","protein_coding",70.13,86.61,0.33,0.999947203556063
"Cdk5r1","ENSMUSG00000048895","protein_coding",289.73,186.97,-0.56,0.999947203556063
"Myo1d","ENSMUSG00000035441","protein_coding",21.34,22.36,0.08,0.999947203556063
"C030013C21Rik","ENSMUSG00000085078","lncRNA",0.04,0.05,0.31,
"Tmem98","ENSMUSG00000035413","protein_coding",20.14,12.55,-0.66,0.999947203556063
"Gm11207","ENSMUSG00000081663","processed_pseudogene",0,0.01,0.98,
"4930507D10Rik","ENSMUSG00000086703","lncRNA",0,0.04,2.33,
"Spaca3","ENSMUSG00000053184","protein_coding",0.16,0.1,-0.64,
"Asic2","ENSMUSG00000020704","protein_coding",78.33,53.06,-0.51,0.999947203556063
"Gm11416","ENSMUSG00000082027","processed_pseudogene",0.04,0.02,-0.72,
"Gm11417","ENSMUSG00000085130","lncRNA",0.08,0.01,-2.46,
"4930527B05Rik","ENSMUSG00000086971","lncRNA",0,0.02,1.72,
"1700071K01Rik","ENSMUSG00000080980","processed_pseudogene",0.16,0.03,-2.05,
"Gm11418","ENSMUSG00000087534","lncRNA",0.16,0.07,-1.24,
"5530401A14Rik","ENSMUSG00000020703","protein_coding",0.47,0.25,-0.84,
"Gm31522","ENSMUSG00000109297","lncRNA",0.19,0.15,-0.37,
"Gm11419","ENSMUSG00000084996","lncRNA",0.16,0.08,-1.02,
"Gm17268","ENSMUSG00000092157","protein_coding",0,0,,
"Ccl2","ENSMUSG00000035385","protein_coding",0.23,47.75,8.79,0.0139328336662872
"Ccl7","ENSMUSG00000035373","protein_coding",0,12.46,11.44,0.0282340481581463
"Ccl11","ENSMUSG00000020676","protein_coding",0,0.34,5.63,
"Ccl12","ENSMUSG00000035352","protein_coding",0.27,16.32,6,1.04951302471152e-10
"Ccl8","ENSMUSG00000009185","protein_coding",0.04,3.63,6.57,0.00353619160871085
"Ccl1","ENSMUSG00000020702","protein_coding",0,0.47,6.07,
"Gm38577","ENSMUSG00000113710","lncRNA",0.27,0.31,0.16,
"Tmem132e","ENSMUSG00000020701","protein_coding",29.12,27.25,-0.1,0.999947203556063
"Gm24612","ENSMUSG00000065201","snRNA",0,0,,
"Gm11426","ENSMUSG00000069796","lncRNA",0,0.01,0.35,
"Cct6b","ENSMUSG00000020698","protein_coding",0.12,0.32,1.47,
"Gm11421","ENSMUSG00000083203","processed_pseudogene",0,0,,
"Gm11422","ENSMUSG00000083371","processed_pseudogene",0,0,,
"Gm11420","ENSMUSG00000081828","processed_pseudogene",0,0.01,0.35,
"Zfp830","ENSMUSG00000046010","protein_coding",13.29,13.71,0.05,0.999947203556063
"Gm11423","ENSMUSG00000085175","lncRNA",0.66,0.56,-0.23,0.999947203556063
"Lig3","ENSMUSG00000020697","protein_coding",25.42,24.64,-0.04,0.999947203556063
"Rffl","ENSMUSG00000020696","protein_coding",21.03,18.68,-0.17,0.999947203556063
"Rad51d","ENSMUSG00000018841","protein_coding",19.75,18.5,-0.09,0.999947203556063
"Fndc8","ENSMUSG00000018844","protein_coding",2.25,2.35,0.06,0.999947203556063
"Nle1","ENSMUSG00000020692","protein_coding",16.05,16.71,0.06,0.999947203556063
"Unc45b","ENSMUSG00000018845","protein_coding",1.83,3.34,0.92,0.999947203556063
"Unc45bos","ENSMUSG00000086058","lncRNA",0.08,0.43,2.58,
"Slfn5os","ENSMUSG00000086327","lncRNA",0.04,0.02,-1.26,
"Slfn5","ENSMUSG00000054404","protein_coding",7.31,60.73,3.25,2.83696822021491e-05
"Gm11424","ENSMUSG00000082726","processed_pseudogene",0.08,0.1,0.29,
"1190001M18Rik","ENSMUSG00000111857","lncRNA",0,1.38,8.02,0.0383626106934867
"Slfn9","ENSMUSG00000069793","protein_coding",0.51,28.12,6.21,5.96551597450624e-11
"Mir7679","ENSMUSG00000098840","miRNA",0,0.04,2.54,
"Slfn8","ENSMUSG00000035208","protein_coding",0.86,46.4,6.01,6.15227778789527e-14
"Gm11425","ENSMUSG00000082419","processed_pseudogene",0.04,0.17,2.15,
"Slfn10-ps","ENSMUSG00000072621","transcribed_unprocessed_pseudogene",0,1.82,8.37,0.0165221245475878
"Gm27598","ENSMUSG00000098995","miRNA",0,0,,
"Gm48434","ENSMUSG00000110908","processed_pseudogene",0,0,,
"Slfn2","ENSMUSG00000072620","protein_coding",1.09,41.36,5.54,1.59451035758429e-11
"Gm20234","ENSMUSG00000111713","lncRNA",0.04,0.43,3.53,
"Gm48462","ENSMUSG00000111016","lncRNA",0,0,,
"Slfn1","ENSMUSG00000078763","protein_coding",0.04,16.89,9.14,2.1416797528391e-06
"Gm48467","ENSMUSG00000111344","processed_pseudogene",0,0.01,0.35,
"Gm48468","ENSMUSG00000111168","processed_pseudogene",0,0,,
"Gm48469","ENSMUSG00000111480","processed_pseudogene",0,0,,
"Gm48477","ENSMUSG00000110941","processed_pseudogene",0,0,,
"Gm48490","ENSMUSG00000111152","processed_pseudogene",0,0,,
"Slfn4","ENSMUSG00000000204","protein_coding",0.27,55.9,8.82,0.0137257812067513
"Slfn3","ENSMUSG00000018986","protein_coding",0.39,2.06,2.46,0.417592141498695
"AI662270","ENSMUSG00000087107","lncRNA",0.16,1.63,3.39,0.192995567528934
"Gm11427","ENSMUSG00000083161","transcribed_unprocessed_pseudogene",0.04,0.43,3.45,
"Gm23444","ENSMUSG00000064856","snRNA",0,0.01,0.35,
"Slfn14","ENSMUSG00000082101","protein_coding",0.04,0.05,0.46,
"AA465934","ENSMUSG00000093483","lncRNA",3.97,2.71,-0.45,0.999947203556063
"Snord7","ENSMUSG00000065715","snoRNA",0.39,0.37,-0.07,0.999947203556063
"Pex12","ENSMUSG00000018733","protein_coding",11.16,12.61,0.18,0.999947203556063
"Ap2b1","ENSMUSG00000035152","protein_coding",364.67,312.97,-0.2,0.999947203556063
"Gm23951","ENSMUSG00000077217","snoRNA",0,0.01,0.98,
"Rasl10b","ENSMUSG00000020684","protein_coding",438.81,237.2,-0.79,0.999947203556063
"Gas2l2","ENSMUSG00000020686","protein_coding",1.36,1.33,-0.03,0.999947203556063
"1700020L24Rik","ENSMUSG00000035085","protein_coding",0.97,1.15,0.25,0.999947203556063
"Mmp28","ENSMUSG00000020682","protein_coding",4.04,4.54,0.2,0.999947203556063
"Taf15","ENSMUSG00000020680","protein_coding",87.35,117.48,0.47,0.999947203556063
"Heatr9","ENSMUSG00000018925","protein_coding",0.12,0.88,2.94,0.891558028528085
"Gm23247","ENSMUSG00000065307","snRNA",0.04,0,-3.35,
"Ccl5","ENSMUSG00000035042","protein_coding",0.16,57.28,8.57,5.61373110183276e-19
"Ccl9","ENSMUSG00000019122","protein_coding",0.62,4.34,3.23,0.0473300038060522
"E230016K23Rik","ENSMUSG00000051832","lncRNA",0.08,0.35,2.3,
"Ccl6","ENSMUSG00000018927","protein_coding",1.01,8.14,3.25,0.00366249450195055
"Rpl9-ps1","ENSMUSG00000081906","protein_coding",0.04,0,-3.35,
"Ccl3","ENSMUSG00000000982","protein_coding",0.12,4.03,5.49,0.000833448683969038
"Ccl4","ENSMUSG00000018930","protein_coding",0,3.89,9.48,0.00155622088288125
"Gm11433","ENSMUSG00000083664","unprocessed_pseudogene",0,0,,
"Gm11438","ENSMUSG00000083932","processed_pseudogene",0,0.01,0.98,
"Gm11432","ENSMUSG00000081449","unprocessed_pseudogene",0.04,0,-3.35,
"Gm11430","ENSMUSG00000080927","unprocessed_pseudogene",0,0,,
"Gm11429","ENSMUSG00000083163","unprocessed_pseudogene",0,0,,
"Wfdc17","ENSMUSG00000069792","protein_coding",0.16,1.42,3.41,0.320817293212701
"Wfdc18","ENSMUSG00000000983","protein_coding",0.7,1.71,1.91,0.999947203556063
"Wfdc21","ENSMUSG00000051748","protein_coding",0,0.14,4.33,
"Heatr6","ENSMUSG00000000976","protein_coding",25.5,29.32,0.2,0.999947203556063
"Gm22311","ENSMUSG00000088631","rRNA",0,0,,
"Gm11434","ENSMUSG00000081342","processed_pseudogene",0,0.07,3.33,
"Gm12576","ENSMUSG00000085235","lncRNA",0.12,0.16,0.41,
"Gm23211","ENSMUSG00000084666","misc_RNA",0,0,,
"Hnf1b","ENSMUSG00000020679","protein_coding",0.27,0.43,0.68,0.999947203556063
"Ddx52","ENSMUSG00000020677","protein_coding",21.54,26.69,0.32,0.999947203556063
"Synrg","ENSMUSG00000034940","protein_coding",77.9,80.93,0.06,0.999947203556063
"Dusp14","ENSMUSG00000018648","protein_coding",36.15,26.72,-0.43,0.999947203556063
"Tada2a","ENSMUSG00000018651","protein_coding",30.87,24.53,-0.33,0.999947203556063
"Acaca","ENSMUSG00000020532","protein_coding",48.44,57.86,0.29,0.999947203556063
"Gm11437","ENSMUSG00000051452","protein_coding",0.08,0.23,1.58,
"Gm37391","ENSMUSG00000103122","TEC",0.04,0.01,-2.09,
"Aatf","ENSMUSG00000018697","protein_coding",16.13,21.24,0.42,0.999947203556063
"Lhx1","ENSMUSG00000018698","protein_coding",13.68,11.63,-0.21,0.999947203556063
"Lhx1os","ENSMUSG00000087211","lncRNA",9.02,5.08,-0.76,0.999947203556063
"1700109G15Rik","ENSMUSG00000085044","lncRNA",0,0.02,1.19,
"Gm11431","ENSMUSG00000087407","lncRNA",0.04,0,-3.35,
"Mrm1","ENSMUSG00000018405","protein_coding",19.28,16.64,-0.21,0.999947203556063
"Dhrs11","ENSMUSG00000034449","protein_coding",10.61,10.26,-0.05,0.999947203556063
"4930502E09Rik","ENSMUSG00000086799","lncRNA",0,0.07,3.33,
"Ggnbp2","ENSMUSG00000020530","protein_coding",102.67,117.3,0.21,0.999947203556063
"Pigw","ENSMUSG00000045140","protein_coding",2.8,2.95,0.08,0.999947203556063
"Myo19","ENSMUSG00000020527","protein_coding",14.69,12.57,-0.22,0.999947203556063
"Gm23564","ENSMUSG00000092644","miRNA",0,0.06,3.21,
"Znhit3","ENSMUSG00000020526","protein_coding",16.75,14.85,-0.17,0.999947203556063
"Car4","ENSMUSG00000000805","protein_coding",58.08,30.12,-0.85,0.999947203556063
"Usp32","ENSMUSG00000000804","protein_coding",120.2,115.29,-0.06,0.999947203556063
"Gm11440","ENSMUSG00000082917","processed_pseudogene",0.04,0.01,-2.09,
"Gm11439","ENSMUSG00000083876","processed_pseudogene",0,0.01,0.98,
"Rpl13-ps1","ENSMUSG00000082806","processed_pseudogene",0.16,0.23,0.58,
"Gm23506","ENSMUSG00000065011","snRNA",0,0,,
"1700125H20Rik","ENSMUSG00000018479","protein_coding",0.12,0.27,1.26,
"Appbp2","ENSMUSG00000018481","protein_coding",85.68,95.57,0.16,0.999947203556063
"Akirin1-ps","ENSMUSG00000080791","processed_pseudogene",0.04,0.03,-0.09,
"Appbp2os","ENSMUSG00000085628","lncRNA",0.27,0.24,-0.18,
"Gm22587","ENSMUSG00000088136","misc_RNA",0,0,,
"Ppm1d","ENSMUSG00000020525","protein_coding",23.56,25.95,0.14,0.999947203556063
"Bcas3","ENSMUSG00000059439","protein_coding",54.58,46.28,-0.23,0.999947203556063
"Gm23765","ENSMUSG00000087779","snRNA",0,0,,
"Bcas3os1","ENSMUSG00000086199","lncRNA",0.08,0.05,-0.67,
"Mir5110","ENSMUSG00000093278","miRNA",0.04,0,-3.35,
"Bcas3os2","ENSMUSG00000085514","lncRNA",0.04,0.02,-0.72,
"Gm23473","ENSMUSG00000089508","rRNA",0,0.01,0.35,
"2610027K06Rik","ENSMUSG00000087013","lncRNA",0.27,0.12,-1.18,
"Tbx2","ENSMUSG00000000093","protein_coding",5.05,5.71,0.2,0.999947203556063
"Gm11444","ENSMUSG00000069785","protein_coding",0,0.04,2.31,
"Tbx4","ENSMUSG00000000094","protein_coding",0.19,0.49,1.38,0.999947203556063
"Gm11443","ENSMUSG00000081632","processed_pseudogene",0,0,,
"Brip1","ENSMUSG00000034329","protein_coding",0.12,2.88,4.89,0.00696454439578402
"Atp5l-ps2","ENSMUSG00000080823","processed_pseudogene",0,0.02,1.72,
"Brip1os","ENSMUSG00000085208","lncRNA",16.37,25.41,0.65,0.999947203556063
"Ints2","ENSMUSG00000018068","protein_coding",21.96,22.95,0.06,0.999947203556063
"Med13","ENSMUSG00000034297","protein_coding",54.62,75.54,0.48,0.999947203556063
"Gm25427","ENSMUSG00000088230","misc_RNA",0.04,0.02,-1.26,
"Gm23667","ENSMUSG00000088091","rRNA",0,0,,
"Gm26439","ENSMUSG00000064526","snRNA",0,0,,
"Rnft1","ENSMUSG00000020521","protein_coding",15.55,19.34,0.32,0.999947203556063
"Rps6kb1","ENSMUSG00000020516","protein_coding",43.03,50.38,0.23,0.999947203556063
"Tubd1","ENSMUSG00000020513","protein_coding",4.74,4.68,0,0.999947203556063
"Vmp1","ENSMUSG00000018171","protein_coding",99.52,102.01,0.04,0.999947203556063
"Mir21a","ENSMUSG00000065455","miRNA",0,0,,
"Gm11478","ENSMUSG00000083992","processed_pseudogene",2.8,3.79,0.44,0.999947203556063
"Ptrh2","ENSMUSG00000072582","protein_coding",18.81,16.98,-0.14,0.999947203556063
"Cltc","ENSMUSG00000047126","protein_coding",425.78,447.51,0.07,0.999947203556063
"Dhx40","ENSMUSG00000018425","protein_coding",27.48,30.58,0.16,0.999947203556063
"Ypel2","ENSMUSG00000018427","protein_coding",68.46,44.52,-0.55,0.999947203556063
"Gm22387","ENSMUSG00000088816","scaRNA",0,0,,
"Gdpd1","ENSMUSG00000061666","protein_coding",42.88,32.87,-0.37,0.999947203556063
"Gm11479","ENSMUSG00000085991","lncRNA",0.04,0.04,0.11,
"Smg8","ENSMUSG00000020495","protein_coding",14.03,18.2,0.4,0.999947203556063
"Gm9378","ENSMUSG00000082507","processed_pseudogene",0.16,0.17,0.11,
"Prr11","ENSMUSG00000020493","protein_coding",0.27,1.28,2.24,0.972555690082816
"Ska2","ENSMUSG00000020492","protein_coding",9.87,8.91,-0.15,0.999947203556063
"Mir301","ENSMUSG00000065589","miRNA",0,0.04,2.54,
"Gm11491","ENSMUSG00000085310","lncRNA",0,0.04,2.54,
"Trim37","ENSMUSG00000018548","protein_coding",365.45,242.06,-0.52,0.999947203556063
"Ppm1e","ENSMUSG00000046442","protein_coding",176.49,159.2,-0.14,0.999947203556063
"Gm11490","ENSMUSG00000080976","processed_pseudogene",0,0.02,1.19,
"Gm22883","ENSMUSG00000088001","snRNA",0,0,,
"Rad51c","ENSMUSG00000007646","protein_coding",4.59,4.23,-0.09,0.999947203556063
"Tex14","ENSMUSG00000010342","protein_coding",0.39,1.91,2.69,0.51049436992003
"Rnu1a1","ENSMUSG00000095969","snRNA",0,0,,
"Gm22068","ENSMUSG00000096205","snRNA",0,0,,
"Rnu3b1","ENSMUSG00000105025","snoRNA",0,0,,
"Rnu3b1","ENSMUSG00000098943","snoRNA",0,0,,
"Gm23137","ENSMUSG00000088184","snRNA",0,0,,
"Rnu3b3","ENSMUSG00000104856","snoRNA",0,0,,
"Rnu3b3","ENSMUSG00000099291","snoRNA",0,0,,
"Rnu3b4","ENSMUSG00000098641","snoRNA",0,0,,
"Rnu3b4","ENSMUSG00000104896","snoRNA",0,0,,
"Gm11489","ENSMUSG00000083894","processed_pseudogene",0,0,,
"Rnu3b2","ENSMUSG00000105115","snoRNA",0,0,,
"Rnu3b2","ENSMUSG00000098925","snoRNA",0,0,,
"Gm11492","ENSMUSG00000090107","protein_coding",0.08,0.08,0.1,
"Sept4","ENSMUSG00000020486","protein_coding",381.62,257.88,-0.53,0.999947203556063
"Mtmr4","ENSMUSG00000018401","protein_coding",109.12,108.66,-0.01,0.999947203556063
"Hsf5","ENSMUSG00000070345","protein_coding",0.7,0.66,-0.03,0.999947203556063
"Rnf43","ENSMUSG00000034177","protein_coding",5.87,4.61,-0.34,0.999947203556063
"Gm25968","ENSMUSG00000087792","snRNA",0,0,,
"1110028F11Rik","ENSMUSG00000085972","lncRNA",0.04,0.01,-1.46,
"Supt4a","ENSMUSG00000020485","protein_coding",34.29,31.75,-0.11,0.999947203556063
"Mir142hg","ENSMUSG00000084796","lncRNA",0.04,1.4,5.17,0.132197170373776
"Mir142b","ENSMUSG00000065420","miRNA",0,0.27,5.27,
"Mir142","ENSMUSG00000105196","miRNA",0,0,,
"Tspoap1","ENSMUSG00000034156","protein_coding",405.73,243.92,-0.67,0.999947203556063
"Mpo","ENSMUSG00000009350","protein_coding",0.16,0.22,0.51,
"Gm11505","ENSMUSG00000085872","lncRNA",0,0,,
"Lpo","ENSMUSG00000009356","protein_coding",2.06,2.67,0.41,0.999947203556063
"Mks1","ENSMUSG00000034121","protein_coding",7.23,7.29,0.01,0.999947203556063
"Epx","ENSMUSG00000052234","protein_coding",0.08,0.32,2.16,
"Olfr462","ENSMUSG00000093839","protein_coding",0,0.02,1.19,
"Olfr463","ENSMUSG00000093920","protein_coding",0,0.02,1.72,
"Olfr464","ENSMUSG00000060787","protein_coding",0.27,0.64,1.4,0.999947203556063
"Gm11504","ENSMUSG00000083135","processed_pseudogene",0,0,,
"Gm11507","ENSMUSG00000044639","processed_pseudogene",0,0.02,1.19,
"Dynll2","ENSMUSG00000020483","protein_coding",1111.21,780.21,-0.48,0.999947203556063
"Gm11508","ENSMUSG00000086193","lncRNA",0.08,0.29,1.94,
"2010015M23Rik","ENSMUSG00000096983","lncRNA",1.17,1.12,-0.06,0.999947203556063
"Srsf1","ENSMUSG00000018379","protein_coding",168.36,162.44,-0.05,0.999947203556063
"Gm15892","ENSMUSG00000087373","lncRNA",0.82,1.27,0.65,0.999947203556063
"Vezf1","ENSMUSG00000018377","protein_coding",45.83,58.05,0.35,0.999947203556063
"Cuedc1","ENSMUSG00000018378","protein_coding",87.7,83.15,-0.07,0.999947203556063
"Mrps23","ENSMUSG00000023723","protein_coding",35.06,32.83,-0.1,0.999947203556063
"Gm38534","ENSMUSG00000108634","lncRNA",0.04,0.16,2.05,
"Ccdc182","ENSMUSG00000034031","protein_coding",0.12,0.08,-0.58,
"Gm11509","ENSMUSG00000081304","processed_pseudogene",0.04,0.01,-1.46,
"Msi2","ENSMUSG00000069769","protein_coding",108.77,115.78,0.09,0.999947203556063
"Mir378b","ENSMUSG00000092985","miRNA",0.08,0.17,1.1,
"Gm15893","ENSMUSG00000085246","lncRNA",0.58,0.81,0.5,0.999947203556063
"Gm11510","ENSMUSG00000084411","processed_pseudogene",0.08,0.23,1.55,
"C030037D09Rik","ENSMUSG00000087574","lncRNA",5.52,5.74,0.06,0.999947203556063
"Gm11493","ENSMUSG00000085646","lncRNA",0,0.02,1.39,
"Akap1","ENSMUSG00000018428","protein_coding",60.72,42.28,-0.49,0.999947203556063
"4930556N13Rik","ENSMUSG00000092399","lncRNA",0.04,0.06,0.63,
"Gm23507","ENSMUSG00000065012","snRNA",0,0,,
"Scpep1os","ENSMUSG00000087338","lncRNA",0.08,0.16,1,
"Scpep1","ENSMUSG00000000278","protein_coding",18.23,28,0.64,0.999947203556063
"Elobl","ENSMUSG00000057534","protein_coding",0,0.01,0.35,
"Coil","ENSMUSG00000033983","protein_coding",21.54,18.07,-0.25,0.999947203556063
"2210409E12Rik","ENSMUSG00000081766","transcribed_processed_pseudogene",0,0,,
"Gm11496","ENSMUSG00000085152","lncRNA",0,0.02,1.72,
"Trim25","ENSMUSG00000000275","protein_coding",7.58,68.78,3.34,4.93401684667401e-06
"Dgke","ENSMUSG00000000276","protein_coding",80.74,78.2,-0.05,0.999947203556063
"Dgkeos","ENSMUSG00000063109","lncRNA",0.39,0.43,0.16,0.999947203556063
"Gm525","ENSMUSG00000072553","protein_coding",0.04,0.1,1.38,
"Gm22534","ENSMUSG00000088798","snRNA",0,0.02,1.19,
"Gm11497","ENSMUSG00000086919","lncRNA",0,0,,
"Gm24734","ENSMUSG00000089485","misc_RNA",0,0,,
"Nog","ENSMUSG00000048616","protein_coding",11.78,6.91,-0.7,0.999947203556063
"Gm2018","ENSMUSG00000085798","lncRNA",0.54,0.34,-0.61,0.999947203556063
"Ankfn1","ENSMUSG00000047773","protein_coding",2.57,2.11,-0.23,0.999947203556063
"Pctp","ENSMUSG00000020553","protein_coding",2.22,2.9,0.4,0.999947203556063
"Tmem100","ENSMUSG00000069763","protein_coding",8.47,6.33,-0.42,0.999947203556063
"Gm11494","ENSMUSG00000085074","lncRNA",0,0.04,2.31,
"n-R5s72","ENSMUSG00000077706","rRNA",0,0,,
"Gm45716","ENSMUSG00000110344","protein_coding",3.23,3.57,0.15,0.999947203556063
"Gm45883","ENSMUSG00000109967","lncRNA",0,0,,
"Mmd","ENSMUSG00000003948","protein_coding",89.41,56.97,-0.55,0.999947203556063
"Hlf","ENSMUSG00000003949","protein_coding",169.45,130.25,-0.34,0.999947203556063
"Stxbp4","ENSMUSG00000020546","protein_coding",16.44,17.59,0.1,0.999947203556063
"Gm11511","ENSMUSG00000083268","processed_pseudogene",0.08,0.05,-0.54,
"Gm11512","ENSMUSG00000081043","processed_pseudogene",0.12,0.02,-2.21,
"Cox11","ENSMUSG00000020544","protein_coding",13.29,11.08,-0.26,0.999947203556063
"Tom1l1","ENSMUSG00000020541","protein_coding",23.79,22.78,-0.06,0.999947203556063
"Gm22762","ENSMUSG00000088020","snoRNA",0,0,,
"4930405D11Rik","ENSMUSG00000085940","lncRNA",0,0.02,1.19,
